stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\ethan\OneDrive\Documents\GitHub\I2P2_final\bin\Debug\allegro5.cfg r
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.13843] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13844] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.13845] 
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.13846] opening cat-meow.mp3 rb
dtor     D               dtor.c:196  _al_register_destructor          [   0.14254] added dtor for sample 0000000002aa52f0, func 00007ffb92161a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.14257] added dtor for sample_instance 0000000002ac0120, func 00007ffb9215929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.14258] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14259]  0.500000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.14260]  0.500000
acodec   I                ogg.c:204  _al_load_ogg_vorbis              [   0.14261] Loading sample BackgroundMusic.ogg.
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14262] opening BackgroundMusic.ogg rb
acodec   D                ogg.c:263  _al_load_ogg_vorbis_f            [   0.14304] channels 2
acodec   D                ogg.c:264  _al_load_ogg_vorbis_f            [   0.14305] word_size 2
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.14306] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.14307] total_samples 7875072
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.14308] total_size 31500288
dtor     D               dtor.c:196  _al_register_destructor          [   0.35734] added dtor for sample 0000000002abe2c0, func 00007ffb92161a1d
dtor     D               dtor.c:196  _al_register_destructor          [   0.35739] added dtor for sample_instance 0000000002b5ece0, func 00007ffb9215929b
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.35740] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.35741]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.35742]  0.000000 0.707107
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.35753] opening ./Tower/Arcane_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.35761] opening ./Tower/Arcane_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35767] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35769] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35770] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35770] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35771] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35772] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35773] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35773] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35774] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.35775] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.35776] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.35777] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.35778] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.35822] added dtor for bitmap 0000000002af8ee0, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.35857] opening ./Tower/Archer_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.35867] opening ./Tower/Archer_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35873] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35875] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35876] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35877] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35878] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35879] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35880] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35881] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35882] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.35883] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.35884] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.35885] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.35886] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.35921] added dtor for bitmap 0000000002ac0f70, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.35947] opening ./Tower/Canon_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.35955] opening ./Tower/Canon_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35960] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35962] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35962] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35963] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35964] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35965] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35966] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35966] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.35967] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.35968] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.35969] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.35969] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.35970] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.36005] added dtor for bitmap 0000000002ac1120, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36033] opening ./Tower/Poison_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36041] opening ./Tower/Poison_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36046] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36047] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36048] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36049] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36049] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36050] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36051] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36052] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36053] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.36053] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.36054] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.36055] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.36056] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.36090] added dtor for bitmap 0000000002abe6f0, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36115] opening ./Tower/Storm_Menu.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36123] opening ./Tower/Storm_Menu.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36127] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36128] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36129] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36130] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36131] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36132] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36132] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36133] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36134] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.36135] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.36136] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.36136] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.36137] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.36174] added dtor for bitmap 0000000002abe8a0, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36208] opening ./Tower/love.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36218] opening ./Tower/love.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36223] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36225] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36226] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36227] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36228] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36229] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36230] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36231] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36232] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.36233] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.36234] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.36235] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.36236] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.36271] added dtor for bitmap 0000000002af8ca0, func 00007ffb92031bea
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36280] opening pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.36295] Font pirulen.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.36296]     ascent=12.0, descent=-3.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.36297] added dtor for ttf_font 0000000002abe350, func 00007ffb92154c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36298] opening pirulen.ttf rb
font     D                ttf.c:943  al_load_ttf_font_stretch_f       [   0.36309] Font pirulen.ttf loaded with pixel size 0 x 12.
font     D                ttf.c:945  al_load_ttf_font_stretch_f       [   0.36311]     ascent=12.0, descent=-3.0, height=14.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.36312] added dtor for ttf_font 0000000002abe1d0, func 00007ffb92154c05
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36387] opening ./Tower/Archer.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.36395] opening ./Tower/Archer.png rb
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36399] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36401] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36402] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36402] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36403] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36404] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36405] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36405] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36406] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.36407] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.36408] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.36409] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.36409] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.36447] added dtor for bitmap 0000000002b4eab0, func 00007ffb92031bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36549] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36551] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36552] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36553] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36553] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36554] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36555] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36556] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [   0.36556] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [   0.36557] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [   0.36558] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [   0.36559] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [   0.36560] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.36599] Glyph 36: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36600] Locking glyph region: 0000000002b5f6c0 0 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.36689] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36697] Glyph 81: 14x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36699] Locking glyph region: 0000000002b5f6c0 16 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.36702] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36711] Glyph 85: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36712] Locking glyph region: 0000000002b5f6c0 32 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.36717] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:446  cache_glyph                      [   0.36721] Glyph 2 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.36728] Glyph 42: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36730] Locking glyph region: 0000000002b5f6c0 48 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.36737] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36747] Glyph 71: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36748] Locking glyph region: 0000000002b5f6c0 64 0 12 12
font     D                ttf.c:167  unlock_current_page              [   0.36752] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36760] Glyph 67: 15x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36761] Locking glyph region: 0000000002b5f6c0 76 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.36765] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36772] Glyph 78: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36773] Locking glyph region: 0000000002b5f6c0 92 0 12 12
font     D                ttf.c:167  unlock_current_page              [   0.36777] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36785] Glyph 86: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36786] Locking glyph region: 0000000002b5f6c0 104 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.36790] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36799] Glyph 74: 13x11 (16x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36800] Locking glyph region: 0000000002b5f6c0 120 0 16 12
font     D                ttf.c:167  unlock_current_page              [   0.36803] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36809] Glyph 28: 5x10 (8x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36810] Locking glyph region: 0000000002b5f6c0 136 0 8 12
font     D                ttf.c:167  unlock_current_page              [   0.36814] Unlocking page: 0000000002b5f6c0
font     D                ttf.c:243  alloc_glyph_region               [   0.36820] Glyph 18: 12x11 (12x12)
font     D                ttf.c:287  alloc_glyph_region               [   0.36822] Locking glyph region: 0000000002b5f6c0 144 0 12 12
font     D                ttf.c:167  unlock_current_page              [   0.36826] Unlocking page: 0000000002b5f6c0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37067] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37069] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37155] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37157] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37327] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37329] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37397] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37400] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37457] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37459] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37515] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37517] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37571] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37573] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37628] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37630] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37683] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37685] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37738] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37740] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37796] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37798] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37854] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37856] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37912] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37914] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.37967] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.37969] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.38023] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.38025] _al_d3d_sync_bitmap (video) ref count == 1
d3d      I         d3d_disp.cpp:915  d3d_destroy_display              [   2.27935] destroying display 0000000001058090 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28017] converting display bitmap 0000000002b5f6c0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28021] added dtor for bitmap 0000000002b5f1b0, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28024] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28025] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28073] removed dtor for bitmap 0000000002b5f1b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28102] converting display bitmap 0000000002b4eab0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28104] added dtor for bitmap 0000000002b5f1b0, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28106] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28107] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28129] removed dtor for bitmap 0000000002b5f1b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28152] converting display bitmap 0000000002af8ca0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28153] added dtor for bitmap 0000000002b5fa20, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28155] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28156] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28173] removed dtor for bitmap 0000000002b5fa20
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28196] converting display bitmap 0000000002abe8a0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28198] added dtor for bitmap 0000000002b5f870, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28199] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28200] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28217] removed dtor for bitmap 0000000002b5f870
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28240] converting display bitmap 0000000002abe6f0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28241] added dtor for bitmap 0000000002b5f510, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28243] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28244] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28261] removed dtor for bitmap 0000000002b5f510
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28284] converting display bitmap 0000000002ac1120 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28286] added dtor for bitmap 0000000002b5f000, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28287] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28288] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28305] removed dtor for bitmap 0000000002b5f000
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28327] converting display bitmap 0000000002ac0f70 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28329] added dtor for bitmap 0000000002b5f1b0, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28331] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28332] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28349] removed dtor for bitmap 0000000002b5f1b0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28372] converting display bitmap 0000000002af8ee0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28373] added dtor for bitmap 0000000002b5fbd0, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28375] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28376] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28393] removed dtor for bitmap 0000000002b5fbd0
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   2.28415] converting display bitmap 0000000002ac1880 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   2.28417] added dtor for bitmap 0000000002b5fa20, func 00007ffb92031bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   2.28419] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   2.28420] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.28437] removed dtor for bitmap 0000000002b5fa20
